segment,tone,stress,syllabic,short,long,consonantal,sonorant,continuant,delayedRelease,approximant,tap,trill,nasal,lateral,labial,round,labiodental,coronal,anterior,distributed,strident,dorsal,high,low,front,back,tense,retractedTongueRoot,advancedTongueRoot,periodicGlottalSource,epilaryngealSource,spreadGlottis,constrictedGlottis,fortis,raisedLarynxEjective,loweredLarynxImplosive,click
s̪ˀ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,+,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
yø̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
ɛo̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,"+,-","-,+","-,+",-,-,+,-,-,-,0,-,-,0
kǀ͓ˀ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,+,-,-,-,+
qχʷˤʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,+,-,+,-,-
ɺː,0,-,-,-,+,+,+,+,0,+,+,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
mpf,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
o̞̰,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,+,0,-,-,0
m̥ʷ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
m̥ʰ,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
d̠ⁿ,0,-,-,-,-,+,-,-,-,-,-,-,"-,+",-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
o̞̥,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,-,-,+,-,0,-,-,0
ɹ̪̥,0,-,-,-,-,-,+,+,0,+,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
yə,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,"+,-",-,"+,-",-,-,+,-,-,-,0,-,-,0
ö̞,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
ʐ̰,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
d̠̤ʒ̤,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
kʷʼː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,-
yʼ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,+,0,+,-,0
ᶑː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,+,-
o̰ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,+,0,-,-,0
o̰ˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,+,0,-,-,0
ɴɢǀqʰ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+
ʔw,0,-,-,-,-,"+,-","-,+","-,+",-,"-,+",-,-,-,-,"-,+",+,-,-,0,0,0,"-,+",+,-,-,+,+,0,0,"-,+",-,-,"+,-",-,-,-,-
k̻,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,+,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
lɦ,0,-,-,-,-,"+,-","+,-",+,+,"+,-",-,-,-,"+,-",-,0,0,"+,-",+,-,-,-,0,0,0,0,0,0,0,+,-,"-,+",-,-,-,-,-
o̰ʰ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,+,-,0,-,-,0
ɡǃqʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
a̟̙ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,+,-,0,+,-,+,-,-,-,0,-,-,0
n͈ː,0,-,-,-,+,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,+,-,-,-
ɪ̝ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,-,-,-,+,-,-,-,0,-,-,0
ʐʷ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,-,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
y̤,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,+,-,0,-,-,0
t̠͈ʃʷ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,+,+,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,-,-,+,-,-,-
bzʷ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,-,+,+,-,"-,+",+,-,+,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ɡ̤ǂ͓ˡ,0,-,-,-,-,+,-,-,+,-,-,-,-,"-,+",-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
t̠ʃ̺ʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
y̆,0,-,+,+,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,-,+,-,-,+,-,-,-,0,-,-,0
ˀt,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
ʑᶣ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,+,+,+,+,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ɑ̤ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,+,-,+,0,-,-,+,-,+,-,0,-,-,0
ʼn,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,+,-,+,-,-
æɪ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+","+,-",+,-,-,-,-,+,-,-,-,0,-,-,0
ʼm,0,-,-,-,-,+,+,-,0,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,+,-,+,-,-
ˀo̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,-,-,+,-,-,+,0,-,-,0
ɢǀ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,+,-,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,+
ɢǁ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,+
ɢǂ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,+
ɴɢ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ɔ̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,+,-,+,-,-,-,0,-,-,0
ɾʲʷ,0,-,-,-,-,+,+,+,0,+,+,-,-,-,+,+,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
o̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,+,+,-,+,-,-,-,0,-,-,0
d̤z̤,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,+,-,+,-,-,-,-,-
ɔy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,"-,+","+,-","-,+",-,-,+,-,-,-,0,-,-,0
xʷː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ḛˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,-,+,0,-,-,0
uːʌ,0,-,+,-,+,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,-,+,"+,-",-,-,+,-,-,-,0,-,-,0
æʉ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-","+,-",-,+,-,-,+,-,-,-,0,-,-,0
ɺ̥,0,-,-,-,-,+,+,+,0,+,+,-,-,+,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ɡ̰ǂx,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,+,+,-,-,-,0,0,0,+,-,-,+,-,-,-,+
xʷʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,+,-,+,-,-
kɬ,0,-,-,-,-,+,-,"-,+","-,+",-,-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
kǁ͓xʰ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,-,+,+,-,-,-,0,0,0,-,-,+,-,-,-,-,+
kɾ,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,"-,+",-,-,-,-,-,-,-
n̪d̪ʷ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,+,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
n̪d̪ʲ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,-,0,0,+,+,+,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
ɘi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"-,+",-,"-,+",-,+,-,-,+,-,-,-,0,-,-,0
ɢʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,0,0,+,-,+,-,-,-,-,-
ɵ̃,0,-,+,-,-,-,+,+,0,+,-,-,+,-,+,+,-,-,0,0,0,+,-,-,-,-,+,-,-,+,-,-,-,0,-,-,0
n̠̥t̠ʃ,0,-,-,-,-,+,"+,-",-,+,-,-,-,"+,-",-,-,0,0,+,-,+,+,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
eʰ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,+,-,+,-,-,+,-,+,-,0,-,-,0
tɦ,0,-,-,-,-,"+,-",-,"-,+","-,+",-,-,-,-,-,-,0,0,"+,-",+,-,-,-,0,0,0,0,0,0,0,"-,+",-,"-,+",-,-,-,-,-
eʲ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,+,-,-,+,-,-,-,0,-,-,0
ɢʘ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,-,-,-,+,0,0,0,+,-,-,-,-,-,-,+
k̟ʲʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,-,-,+,-,-,-,-,-
ye,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-",-,+,-,+,-,-,+,-,-,-,0,-,-,0
mpɾ,0,-,-,-,-,+,"+,-,+","-,+",-,"-,+","-,+",-,"+,-,-",-,"+,-",-,-,"-,+",+,-,-,-,0,0,0,0,0,0,0,"+,-,+",-,-,-,-,-,-,-
q͈ʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,-,-,-,+,0,0,0,-,-,-,-,+,-,-,-
ɸ̃,0,-,-,-,-,+,-,+,+,-,-,-,+,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
eʊ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+",-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
ɸ̞,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
f̰,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,+,-,-,-,-
d̠̰,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
kǀ͓x,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,+
mpʷ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,+,-,-,0,0,0,-,0,0,0,0,0,0,0,"+,-",-,-,-,-,-,-,-
m̥p,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
mpʼ,0,-,-,-,-,+,"+,-",-,-,-,-,-,"+,-",-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,"+,-",-,-,+,-,+,-,-
kʷɾ,0,-,-,-,-,+,"-,+","-,+",-,"-,+","-,+",-,-,-,+,+,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,"-,+",-,-,-,-,-,-,-
ɣv,0,-,-,-,-,+,-,+,+,-,-,-,-,-,"-,+",-,+,-,0,0,0,"+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
t̺s̺,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
ɔ̯,0,-,-,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ʍʲ,0,-,-,-,-,-,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,+,+,+,0,0,-,-,+,-,-,-,-,-
ɱfɾ,0,-,-,-,-,+,"+,-,+","-,+,+",+,"-,+","-,+",-,"+,-,-",-,"+,-",-,+,"-,+",+,-,-,-,0,0,0,0,0,0,0,"+,-,+",-,-,-,-,-,-,-
ʕʷʼ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,+,0,-,0,0,0,+,-,+,-,+,0,0,0,+,-,-,+,-,+,-,-
qǃ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,-,-,-,+,0,0,0,-,-,-,-,-,-,-,+
tʱ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
f͉,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,+,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
k̟ʲʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,+,0,0,0,-,-,-,+,-,+,-,-
qχˤː,0,-,-,-,+,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,-,-,-,-,-
ʡ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,-,0,0,0,0,0,0,0,-,+,-,-,-,-,-,-
ŋɡmb,0,-,-,-,-,+,"+,-,+,-",-,-,-,-,-,"+,-,+,-",-,"-,+,+",-,-,-,0,0,0,"+,-,-",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
kːʷ,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
ɔˑ,0,-,+,+,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,+,-,-,-,+,-,-,-,0,-,-,0
ɴɢǃqʰ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+
æu,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,"-,+","+,-","+,-","-,+",+,-,-,+,-,-,-,0,-,-,0
d̠ʒˠ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,+,+,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
qǁʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,-,-,-,+,0,0,0,-,-,-,+,-,+,-,+
jãː,0,-,"-,+",-,+,-,+,+,0,+,-,-,+,-,-,0,0,-,0,0,0,+,"+,-","-,+","+,-",-,+,-,-,+,-,-,-,-,-,-,-
uːa,0,-,+,-,+,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"+,-","-,+",-,"+,-",+,-,-,+,-,-,-,0,-,-,0
ɱvʲ,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,+,-,+,-,0,0,0,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
t̃,0,-,-,-,-,+,-,-,-,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
n̺,0,-,-,-,-,+,+,-,0,-,-,-,+,-,-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
qχˤʼ,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,+,0,+,-,-,-,-,+,-,+,-,-
ɯ̤ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,+,+,-,-,+,-,+,-,0,-,-,0
ɲ̟ʝ̟,0,-,-,-,-,+,"+,-","-,+",+,-,-,-,"+,-",-,-,0,0,+,-,+,-,+,+,-,+,-,0,0,0,+,-,-,-,-,-,-,-
ɳɖɽ,0,-,-,-,-,+,"+,-,+","-,+",-,"-,+","-,+",-,"+,-,-",-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
bˤː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
qǁʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,+,-,-,+,-,-,-,+,0,0,0,-,-,+,-,-,-,-,+
ɔɛ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,"-,+","+,-",-,-,-,+,-,-,-,0,-,-,0
ɔə,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,-,-,-,"+,-",-,-,-,+,-,-,-,0,-,-,0
ɠː,0,-,-,-,+,+,-,-,-,-,-,-,-,-,-,0,0,-,0,0,0,+,+,-,-,-,0,0,0,+,-,-,-,-,-,+,-
ɡʼkxʼ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
ɸː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
nɡɾ,0,-,-,-,-,+,"+,-,+","-,+",-,"-,+","-,+",-,"+,-,-",-,-,0,0,"+,-,+",+,-,-,"-,+,-",+,-,-,-,0,0,0,+,-,-,-,-,-,-,-
rˤː,0,-,-,-,+,+,+,+,0,+,-,+,-,-,-,0,0,+,+,-,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
t̠ʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,-,0,0,+,-,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
fɾ,0,-,-,-,-,+,"-,+",+,+,"-,+","-,+",-,-,-,"+,-",-,+,"-,+",+,-,-,-,0,0,0,0,0,0,0,"-,+",-,-,-,-,-,-,-
ɸʰ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ɻː,0,-,-,-,+,+,+,+,0,+,-,-,-,-,-,0,0,+,-,-,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
ᴅ̪̰,0,-,-,-,-,+,+,+,0,+,+,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,+,-,-,-,-
ɡ̤ǀ͓,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,-,0,0,0,+,-,+,-,-,-,-,+
ə̘ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,-,-,-,-,-,+,+,-,-,-,0,-,-,0
km,0,-,-,-,-,+,"-,+",-,-,-,-,-,"-,+",-,"-,+",-,-,-,0,0,0,"+,-",+,-,-,-,0,0,0,"-,+",-,-,-,-,-,-,-
kl,0,-,-,-,-,+,"-,+","-,+",-,"-,+",-,-,-,"-,+",-,0,0,"-,+",+,-,-,"+,-",+,-,-,-,0,0,0,"-,+",-,-,-,-,-,-,-
i̙ː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,+,-,+,-,+,+,-,+,-,-,-,0,-,-,0
æe,0,-,+,-,-,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,-,"+,-",+,-,+,-,-,+,-,-,-,0,-,-,0
ðː,0,-,-,-,+,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,0,0,+,-,-,-,-,-,-,-
u̙,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,+,-,+,-,-,-,0,-,-,0
u̘,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,+,+,-,-,-,0,-,-,0
ü,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,-,-,-,-,-,-,-,+,-,-,-,0,-,-,0
bʼ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,-,+,-,+,-,-
iːɛ,0,-,+,-,+,-,+,+,0,+,-,-,-,-,-,0,0,-,0,0,0,+,"+,-",-,+,-,"+,-",-,-,+,-,-,-,0,-,-,0
k͈ʷ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,+,-,-,-
ðˠ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
ðˤ,0,-,-,-,-,+,-,+,+,-,-,-,-,-,-,0,0,+,+,+,-,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
bˤ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,-,0,0,0,0,0,+,-,+,-,-,-,-,-,-,-
œy,0,-,+,-,-,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,"-,+",-,+,-,"-,+",-,-,+,-,-,-,0,-,-,0
bˠ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,-,-,-,0,0,0,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
u͓,0,-,+,-,-,+,-,+,+,-,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,-,-,+,-,-,-,0,-,-,0
œi,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"+,-",+,-,-,0,0,0,+,"-,+",-,+,-,"-,+",-,-,+,-,-,-,0,-,-,0
eɔ,0,-,+,-,-,-,+,+,0,+,-,-,-,-,"-,+",+,-,-,0,0,0,+,-,-,"+,-","-,+","+,-",-,-,+,-,-,-,0,-,-,0
t̪ʷʰ,0,-,-,-,-,+,-,-,-,-,-,-,-,-,+,+,0,+,+,+,-,-,0,0,0,0,0,0,0,-,-,+,-,-,-,-,-
ntlʼ,0,-,-,-,-,+,"+,-,+","-,+",-,"-,+",-,-,"+,-,-","-,+",-,0,0,+,+,-,-,-,0,0,0,0,0,0,0,"+,-,+",-,-,+,-,+,-,-
uˤː,0,-,+,-,+,-,+,+,0,+,-,-,-,-,+,+,-,-,0,0,0,+,+,-,-,+,+,+,-,+,-,-,-,0,-,-,0
ãõ̞ˤ,0,-,+,-,-,-,+,+,0,+,-,-,+,-,"-,+",+,-,-,0,0,0,+,-,"+,-",-,"-,+",+,+,-,+,-,-,-,0,-,-,0
˦˥̰,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-,+,0,0,0,0
ʈʂ͇,0,-,-,-,-,+,-,-,+,-,-,-,-,-,-,0,0,+,-,-,+,-,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-
z̞̩̃ˠ,0,-,+,-,-,+,-,+,+,-,-,-,+,-,-,0,0,+,+,-,+,+,+,-,-,+,0,0,0,+,-,-,-,-,-,-,-
d̪ʼkxʼ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-
˧˨̤,+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,+,-,0,0,0,0
k̃ʷ,0,-,-,-,-,+,-,-,-,-,-,-,+,-,+,+,0,-,0,0,0,+,+,-,-,-,0,0,0,-,-,-,-,-,-,-,-
*Rʲ,0,-,-,-,-,+,+,+,0,+,0,0,-,-,-,0,0,+,+,-,-,+,+,-,+,+,0,0,0,+,-,-,-,-,-,-,-
bɦ,0,-,-,-,-,"+,-",-,"-,+","-,+",-,-,-,-,-,"+,-",-,-,-,0,0,0,-,0,0,0,0,0,0,0,+,-,"-,+",-,-,-,-,-
